language,A,kA,jA,TTA,DDA,TA,DA,NA,PA,PHA,BA,MA,YA,RA,LA,VA,SA,HA
ɦinԃi,905,915,91c,91f,921,924,926,928,92A,92B,92C,92E,92F,930,932,935,938,939
